birthYear,gender,height,weight,walkSpeed,temperature,precipitationProbability,precipitation,takeTime,weightShortest,weightOptimal
2000,0,173.0,66.0,2,19.0,0.0,0.0,35.0,0.0841505033174869,-67.1809532987928
2000,0,173.0,65.0,1,19.0,0.0,0.0,8.0,0.0115654231778159,-61.50456784139774
2000,0,173.0,65.0,1,19.0,0.0,0.0,46.0,0.057962082047935,89.68470278469094
2000,0,173.0,66.0,2,19.0,0.0,0.0,59.0,0.057962082047935,-89.68470278469094
2000,0,173.0,65.0,1,19.0,0.0,0.0,33.0,0.0419953069723097,82.03126868001293
2000,0,173.0,65.0,1,19.0,0.0,0.0,33.0,0.0419953069723097,-82.03126868001293
2000,0,173.0,65.0,1,19.0,0.0,0.0,46.0,0.057962082047935,-89.68470278469094
2000,0,173.0,65.0,1,19.0,0.0,0.0,9.0,0.0115654231778159,61.50456784139774
2000,0,173.0,65.0,1,19.0,0.0,0.0,16.0,0.0169037745938368,89.90786106040888
2000,0,173.0,65.0,1,19.0,0.0,0.0,24.0,0.0177869815540247,0.0
2000,0,173.0,66.0,2,19.0,0.0,0.0,68.0,0.0284686286152867,89.84513758377167
2000,0,173.0,66.0,2,19.0,0.0,0.0,14.0,0.0206610231730196,0.0
2000,0,173.0,66.0,2,19.0,0.0,0.0,22.0,0.0296130205635332,0.0
2000,0,173.0,65.0,1,19.0,0.0,0.0,44.0,0.0466953900053714,0.0
2000,0,173.0,65.0,1,19.0,0.0,0.0,11.0,0.0169037745938368,-89.90786106040888
2000,0,173.0,65.0,1,19.0,0.0,0.0,8.0,0.0115654231778159,-61.50456784139774
2000,0,173.0,65.0,1,19.0,0.0,0.0,46.0,0.057962082047935,89.68470278469094
2000,0,173.0,65.0,1,19.0,0.0,0.0,54.0,0.057962082047935,-89.68470278469094
2000,0,173.0,65.0,1,19.0,0.0,0.0,22.0,0.0284686286152867,89.84513758377167
2000,0,173.0,65.0,1,19.0,0.0,0.0,14.0,0.0206610231730196,0.0
2000,0,173.0,66.0,2,19.0,0.0,0.0,51.0,0.0856619733856451,0.0
2000,0,173.0,65.0,1,19.0,0.0,0.0,20.0,0.0296130205635332,0.0
2000,0,173.0,66.0,2,19.0,0.0,0.0,10.0,0.0163838651614947,0.0
2000,0,173.0,66.0,2,19.0,0.0,0.0,34.0,0.0290555065627159,0.0
2000,0,173.0,65.0,1,19.0,0.0,0.0,56.0,0.0505322481631623,-89.16990225092867
2000,0,173.0,65.0,1,19.0,0.0,0.0,10.0,0.013706459363799,89.93393794421443
2000,0,173.0,66.0,2,19.0,0.0,0.0,36.0,0.0310273236068802,-89.83121898248088
2000,0,173.0,66.0,2,19.0,0.0,0.0,12.0,0.0115654231778159,61.50456784139774
2000,0,173.0,66.0,2,19.0,0.0,0.0,13.0,0.0169037745938368,89.90786106040888
2000,0,173.0,66.0,2,19.0,0.0,0.0,13.0,0.0177869815540247,0.0
2000,0,173.0,65.0,1,19.0,0.0,0.0,49.0,0.0599584079156411,88.28283245312524
2000,0,173.0,66.0,2,19.0,0.0,0.0,29.0,0.0255126869470614,0.0
2000,0,173.0,65.0,1,19.0,0.0,0.0,31.0,0.0300991425783754,0.0
2000,0,173.0,66.0,2,19.0,0.0,0.0,19.0,0.0255126869470614,0.0
2000,0,173.0,66.0,2,19.0,0.0,0.0,23.0,0.0177869815540247,0.0
2000,0,173.0,66.0,2,19.0,0.0,0.0,13.0,0.0235235666116515,89.32613053014812
2000,0,173.0,66.0,2,19.0,0.0,0.0,16.0,0.0305004354963173,-89.12629461447864
2000,0,173.0,66.0,2,19.0,0.0,0.0,45.0,0.0505322481631623,-89.16990225092867
2000,0,173.0,66.0,2,19.0,0.0,0.0,17.0,0.013706459363799,89.93393794421443
2000,0,173.0,66.0,2,19.0,0.0,0.0,43.0,0.0599584079156411,88.28283245312524
2000,0,173.0,66.0,2,19.0,0.0,0.0,21.0,0.0300991425783754,0.0
2000,0,173.0,66.0,1,19.0,0.0,0.0,8.0,0.013869307419912,89.7351176271295
2000,0,173.0,65.0,1,19.0,0.0,0.0,25.0,0.0178153535496114,-88.97936340080533
2000,0,173.0,66.0,1,19.0,0.0,0.0,16.0,0.0178153535496114,-88.97936340080533
2000,0,173.0,66.0,1,19.0,0.0,0.0,11.0,0.0199083880737862,89.42968552945658
2000,0,173.0,65.0,1,19.0,0.0,0.0,15.0,0.0199083880737862,89.42968552945658
2000,0,173.0,65.0,1,19.0,0.0,0.0,55.0,0.0625161319639249,89.47326329379786
2000,0,173.0,66.0,1,19.0,0.0,0.0,55.0,0.0625161319639249,89.47326329379786
2000,0,173.0,66.0,1,19.0,0.0,0.0,45.0,0.0524443095167738,89.47285038444276
2000,0,173.0,65.0,1,19.0,0.0,0.0,50.0,0.0524443095167738,89.47285038444276
2000,0,173.0,66.0,1,19.0,0.0,0.0,9.0,0.0134011310302851,89.3020088503183
2000,0,173.0,65.0,1,19.0,0.0,0.0,11.0,0.0134011310302851,89.3020088503183
2000,0,173.0,66.0,1,19.0,0.0,0.0,21.0,0.0226113447438644,83.54971596399955
2000,0,173.0,65.0,1,19.0,0.0,0.0,19.0,0.0226113447438644,83.54971596399955
2000,0,173.0,66.0,1,19.0,0.0,0.0,12.0,0.0180881485782298,84.83218662523609
2000,0,173.0,65.0,1,19.0,0.0,0.0,14.0,0.0180881485782298,84.83218662523609
2000,0,173.0,66.0,1,19.0,0.0,0.0,13.0,0.0186476220236706,0.0
2000,0,173.0,65.0,1,19.0,0.0,0.0,14.0,0.0186476220236706,0.0
2000,0,173.0,65.0,1,19.0,0.0,0.0,42.0,0.0493916146461284,-85.96393050992563
2000,0,173.0,66.0,0,19.0,0.0,0.0,20.0,0.0288338704768857,0.0
2000,0,173.0,65.0,1,19.0,0.0,0.0,21.0,0.0288338704768857,0.0
2000,0,173.0,65.0,1,19.0,0.0,0.0,38.0,0.0461986516143695,-86.22406490331136
2000,0,173.0,66.0,0,19.0,0.0,0.0,46.0,0.0461986516143695,-86.22406490331136
2000,0,173.0,65.0,1,19.0,0.0,0.0,15.0,0.0202424591029838,88.34359379490371
2000,0,173.0,66.0,0,19.0,0.0,0.0,11.0,0.0202424591029838,88.34359379490371
2000,0,173.0,65.0,1,19.0,0.0,0.0,33.0,0.0378699022367795,-89.71207202029682
2000,0,173.0,65.0,1,19.0,0.0,0.0,31.0,0.0195797102347873,89.48228216910887
2000,0,173.0,65.0,1,19.0,0.0,0.0,40.0,0.0488659493923572,89.11690927379364
2000,0,173.0,65.0,1,19.0,0.0,0.0,7.0,0.0089295037265006,-89.76228324813825
2000,0,173.0,66.0,0,19.0,0.0,0.0,11.0,0.0153271662520468,-89.64642681226562
2000,0,173.0,65.0,1,19.0,0.0,0.0,38.0,0.0390410624916997,-82.19606160399502
2000,0,173.0,66.0,0,19.0,0.0,0.0,41.0,0.0437878376124639,-89.26046493364784
2000,0,173.0,65.0,1,19.0,0.0,0.0,17.0,0.024751754641411,-89.71055986210361
2000,0,173.0,66.0,0,19.0,0.0,0.0,22.0,0.024751754641411,-89.71055986210361
2000,0,173.0,65.0,1,19.0,0.0,0.0,9.0,0.0130344652356545,-89.74201422138862
2000,0,173.0,66.0,0,19.0,0.0,0.0,8.0,0.0130344652356545,-89.74201422138862
2000,0,173.0,65.0,1,19.0,0.0,0.0,43.0,0.0537669898537442,-89.69179205063061
2000,0,173.0,66.0,0,19.0,0.0,0.0,35.0,0.0537669898537442,-89.69179205063061
2000,0,173.0,66.0,0,19.0,0.0,0.0,62.0,0.0770950608344467,89.48250030337415
2000,0,173.0,66.0,0,19.0,0.0,0.0,6.0,0.0085001724926829,-89.04513937287659
2000,0,173.0,66.0,0,19.0,0.0,0.0,31.0,0.0323966644287124,0.0
2000,0,173.0,66.0,0,19.0,0.0,0.0,8.0,0.0078210436388551,-89.95518872994742
2000,0,173.0,65.0,1,19.0,0.0,0.0,27.0,0.0323966644287124,0.0
2000,0,173.0,65.0,1,19.0,0.0,0.0,7.0,0.0078210436388551,-89.95518872994742
2000,0,173.0,65.0,1,19.0,0.0,0.0,18.0,0.0188612431875181,89.8919331650464
2000,0,173.0,66.0,1,22.0,0.0,0.0,17.0,0.0206217459816182,0.0
2000,0,173.0,65.0,1,22.0,0.0,0.0,29.0,0.0206217459816182,0.0
2000,0,173.0,66.0,1,22.0,0.0,0.0,38.0,0.0398598180813144,0.0
2000,0,173.0,66.0,1,22.0,0.0,0.0,77.0,0.1028430618083759,0.0
2000,0,173.0,65.0,1,22.0,0.0,0.0,97.0,0.1132586934102918,0.0
2000,0,173.0,66.0,1,22.0,0.0,0.0,8.0,0.0156893923605989,0.0
2000,0,173.0,65.0,1,22.0,0.0,0.0,12.0,0.0156893923605989,0.0
2000,0,173.0,65.0,1,22.0,0.0,0.0,44.0,0.0417007080160371,-89.6017939829128
2000,0,173.0,66.0,1,22.0,0.0,0.0,51.0,0.0417007080160371,-89.6017939829128
2000,0,173.0,65.0,1,22.0,0.0,0.0,40.0,0.0533169845737708,-88.77824993096002
2000,0,173.0,66.0,1,22.0,0.0,0.0,39.0,0.0533169845737708,-88.77824993096002
2000,0,173.0,65.0,1,22.0,0.0,0.0,16.0,0.01848260107845,-89.61401844194782
2000,0,173.0,66.0,1,22.0,0.0,0.0,17.0,0.01848260107845,-89.61401844194782
2000,0,173.0,66.0,1,22.0,0.0,0.0,7.0,0.0115756055952761,-89.3056985801443
2000,0,173.0,65.0,1,22.0,0.0,0.0,9.0,0.0115756055952761,-89.3056985801443
2000,0,173.0,65.0,1,22.0,0.0,0.0,39.0,0.0488659493923572,-89.11690927379364
2000,0,173.0,66.0,1,22.0,0.0,0.0,41.0,0.0488659493923572,-89.11690927379364
2000,0,173.0,66.0,1,22.0,0.0,0.0,17.0,0.0195797102347873,-89.48228216910887
2000,0,173.0,65.0,1,22.0,0.0,0.0,19.0,0.0195797102347873,-89.48228216910887
2000,0,173.0,66.0,1,22.0,0.0,0.0,28.0,0.0378699022367795,89.71207202029682
2000,0,173.0,65.0,1,22.0,0.0,0.0,28.0,0.0378699022367795,89.71207202029682
2000,0,173.0,65.0,1,22.0,0.0,0.0,17.0,0.0202424591029838,-88.34359379490371
2000,0,173.0,66.0,1,22.0,0.0,0.0,20.0,0.0202424591029838,-88.34359379490371
2000,0,173.0,66.0,0,22.0,0.0,0.0,40.0,0.0461986516143695,86.22406490331136
2000,0,173.0,65.0,1,22.0,0.0,0.0,34.0,0.0461986516143695,86.22406490331136
2000,0,173.0,66.0,0,22.0,0.0,0.0,24.0,0.0288338704768857,0.0
2000,0,173.0,65.0,1,22.0,0.0,0.0,19.0,0.0288338704768857,0.0
2000,0,173.0,66.0,0,22.0,0.0,0.0,38.0,0.0493916146461284,85.96393050992563
2000,0,173.0,65.0,1,22.0,0.0,0.0,37.0,0.0493916146461284,85.96393050992563
2000,0,173.0,66.0,0,22.0,0.0,0.0,18.0,0.0186476220236706,0.0
2000,0,173.0,65.0,1,22.0,0.0,0.0,17.0,0.0186476220236706,0.0
2000,0,173.0,66.0,0,22.0,0.0,0.0,9.0,0.0103320217558008,0.0
2000,0,173.0,65.0,1,22.0,0.0,0.0,6.0,0.0103320217558008,0.0
2000,0,173.0,65.0,1,22.0,0.0,0.0,10.0,0.0132895241350847,-86.19842022519668
2000,0,173.0,66.0,0,22.0,0.0,0.0,13.0,0.0221079126581557,-83.69215820084018
2000,0,173.0,65.0,1,22.0,0.0,0.0,15.0,0.0161199072899188,89.07647733349258
2000,0,173.0,66.0,0,22.0,0.0,0.0,13.0,0.0124991049223394,0.0
2000,0,173.0,66.0,0,22.0,0.0,0.0,15.0,0.0161199072899188,89.07647733349258
2000,0,173.0,65.0,1,22.0,0.0,0.0,40.0,0.0531127428752605,-87.4657073605586
2000,0,173.0,66.0,0,22.0,0.0,0.0,34.0,0.0526540721917583,-87.48756482240971
2000,0,173.0,65.0,1,22.0,0.0,0.0,18.0,0.0229767690362302,-88.53757111878855
2000,0,173.0,66.0,0,22.0,0.0,0.0,15.0,0.0229767690362302,-88.53757111878855
2000,0,173.0,65.0,1,22.0,0.0,0.0,31.0,0.0372066388828511,-85.74427680171878
2000,0,173.0,66.0,0,22.0,0.0,0.0,26.0,0.0372066388828511,-85.74427680171878
2000,0,173.0,66.0,0,22.0,0.0,0.0,9.0,0.0138736552515663,-88.86457452244034
2000,0,173.0,65.0,1,22.0,0.0,0.0,12.0,0.0117655534609617,0.0
2000,0,173.0,65.0,1,22.0,0.0,0.0,8.0,0.0117655534609617,0.0
2000,0,173.0,65.0,1,22.0,0.0,0.0,9.0,0.0138736552515663,-88.86457452244034
2000,0,173.0,66.0,0,22.0,0.0,0.0,29.0,0.0371266817993827,-89.73410163710082
2000,0,173.0,65.0,1,22.0,0.0,0.0,26.0,0.0371266817993827,-89.73410163710082
2000,0,173.0,65.0,1,22.0,0.0,0.0,9.0,0.0132205520379188,87.47669315488241
2000,0,173.0,65.0,1,22.0,0.0,0.0,10.0,0.0132205520379188,-87.47669315488241
2000,0,173.0,66.0,0,22.0,0.0,0.0,38.0,0.026576932055854,-75.11659429421813
2000,0,173.0,66.0,0,22.0,0.0,0.0,12.0,0.0172338009781707,-89.01267367783011
2000,0,173.0,65.0,1,22.0,0.0,0.0,18.0,0.0206439515129662,-88.92484322003588
2000,0,173.0,66.0,0,22.0,0.0,0.0,13.0,0.0162571443502031,-89.50976682749506
2000,0,173.0,65.0,1,22.0,0.0,0.0,13.0,0.0162571443502031,-89.50976682749506
2000,0,173.0,65.0,1,22.0,0.0,0.0,31.0,0.0373074114527378,-89.28751765316441
2000,0,173.0,66.0,0,22.0,0.0,0.0,37.0,0.0373074114527378,-89.28751765316441
2000,0,173.0,66.0,0,22.0,0.0,0.0,22.0,0.0193019816134415,-88.99471945736236
2000,0,173.0,65.0,1,22.0,0.0,0.0,26.0,0.0270336002112099,-89.87834079127694
2000,0,173.0,66.0,0,22.0,0.0,0.0,4.0,0.0081497233884282,87.66656717286116
2000,0,173.0,66.0,0,22.0,0.0,0.0,7.0,0.013745072869584,0.0
2000,0,173.0,65.0,1,22.0,0.0,0.0,23.0,0.0232151185931508,70.35848301962302
2000,0,173.0,66.0,0,22.0,0.0,0.0,18.0,0.0217337016946089,-83.79808916232389
2000,0,173.0,66.0,0,22.0,0.0,0.0,2.0,0.0081497233884282,87.66656717286116
2000,0,173.0,65.0,1,22.0,0.0,0.0,10.0,0.0114456367499054,89.94179319835612
2000,0,173.0,65.0,1,22.0,0.0,0.0,9.0,0.0114456367499054,-89.94179319835612
2000,0,173.0,66.0,0,22.0,0.0,0.0,12.0,0.0211822006419252,-89.89685545988324
2000,0,173.0,66.0,0,22.0,0.0,0.0,50.0,0.0746800478976442,84.43518028699951
2000,0,173.0,65.0,1,22.0,0.0,0.0,59.0,0.0746800478976442,84.43518028699951
2000,0,173.0,66.0,0,22.0,0.0,0.0,36.0,0.0466953900053714,0.0
2000,0,173.0,65.0,1,22.0,0.0,0.0,37.0,0.0466953900053714,0.0
2000,0,173.0,66.0,0,22.0,0.0,0.0,10.0,0.0169037745938368,-89.90786106040888
2000,0,173.0,66.0,0,22.0,0.0,0.0,8.0,0.0115654231778159,-61.50456784139774
2000,0,173.0,66.0,0,22.0,0.0,0.0,31.0,0.0310273236068802,89.83121898248088
2000,0,173.0,66.0,0,22.0,0.0,0.0,10.0,0.0164180135442759,0.0
2000,0,173.0,66.0,0,22.0,0.0,0.0,11.0,0.012640545871922,0.0
2000,0,173.0,66.0,0,22.0,0.0,0.0,20.0,0.0238252645918471,0.0
2000,0,173.0,66.0,0,22.0,0.0,0.0,18.0,0.0268378586178685,-86.9275563312006
2000,0,173.0,65.0,1,22.0,0.0,0.0,9.0,0.0164180135442759,0.0
2000,0,173.0,65.0,1,22.0,0.0,0.0,5.0,0.012640545871922,0.0
2000,0,173.0,66.0,0,22.0,0.0,0.0,21.0,0.0300143858849161,0.0
2000,0,173.0,65.0,1,22.0,0.0,0.0,14.0,0.0209627703928093,0.0
2000,0,173.0,65.0,1,22.0,0.0,0.0,19.0,0.0267395161302392,-86.93879329404466
2000,0,173.0,65.0,1,22.0,0.0,0.0,9.0,0.0123961374902748,0.0
2000,0,173.0,65.0,1,22.0,0.0,0.0,14.0,0.0180975968078942,0.0
2000,0,173.0,66.0,0,22.0,0.0,0.0,51.0,0.0641084260636588,0.0
2000,0,173.0,65.0,1,20.0,0.0,0.0,20.0,0.022740631218881,0.0
2000,0,173.0,65.0,1,20.0,0.0,0.0,46.0,0.057962082047935,-89.68470278469094
2000,0,173.0,65.0,1,20.0,0.0,0.0,23.0,0.0305004354963173,-89.12629461447864
2000,0,173.0,65.0,1,20.0,0.0,0.0,63.0,0.0642051944376618,89.56206963964509
2000,0,173.0,65.0,1,20.0,0.0,0.0,46.0,0.0599584079156411,88.28283245312524
2000,0,173.0,65.0,1,20.0,0.0,0.0,27.0,0.0262708565894417,0.0
2000,0,173.0,65.0,1,20.0,0.0,0.0,5.0,0.0138996966212591,0.0
2000,0,173.0,65.0,1,20.0,0.0,0.0,7.0,0.013869307419912,89.7351176271295
2000,0,173.0,65.0,1,20.0,0.0,0.0,13.0,0.0178153535496114,-88.97936340080533
2000,0,173.0,65.0,1,20.0,0.0,0.0,12.0,0.0199083880737862,89.42968552945658
2000,0,173.0,65.0,1,20.0,0.0,0.0,55.0,0.0625161319639249,89.47326329379786
2000,0,173.0,65.0,1,20.0,0.0,0.0,45.0,0.0524443095167738,89.47285038444276
2000,0,173.0,65.0,1,20.0,0.0,0.0,10.0,0.0134011310302851,89.3020088503183
2000,0,173.0,65.0,1,20.0,0.0,0.0,15.0,0.0226113447438644,83.54971596399955
2000,0,173.0,65.0,1,20.0,0.0,0.0,13.0,0.0180881485782298,84.83218662523609
2000,0,173.0,65.0,1,20.0,0.0,0.0,13.0,0.0186476220236706,0.0
2000,0,173.0,65.0,1,20.0,0.0,0.0,38.0,0.0493916146461284,-85.96393050992563
2000,0,173.0,65.0,1,20.0,0.0,0.0,21.0,0.0288338704768857,0.0
2000,0,173.0,65.0,1,20.0,0.0,0.0,34.0,0.0461986516143695,-86.22406490331136
2000,0,173.0,65.0,1,20.0,0.0,0.0,18.0,0.0190305066626926,0.0
2000,0,173.0,65.0,1,13.0,0.0,0.0,32.0,0.0285912458669279,87.66107477286548
2000,0,173.0,65.0,1,13.0,0.0,0.0,26.0,0.0378699022367795,-89.71207202029682
2000,0,173.0,65.0,1,13.0,0.0,0.0,18.0,0.0195797102347873,89.48228216910887
2000,0,173.0,65.0,1,13.0,0.0,0.0,40.0,0.0488659493923572,89.11690927379364
2000,0,173.0,65.0,1,13.0,0.0,0.0,7.0,0.0089295037265006,-89.76228324813825
2000,0,173.0,65.0,1,13.0,0.0,0.0,19.0,0.024751754641411,-89.71055986210361
2000,0,173.0,65.0,1,13.0,0.0,0.0,10.0,0.0130344652356545,-89.74201422138862
2000,0,173.0,65.0,1,13.0,0.0,0.0,46.0,0.0537669898537442,-89.69179205063061
2000,0,173.0,65.0,1,13.0,0.0,0.0,62.0,0.0770950608344467,89.48250030337415
2000,0,173.0,65.0,1,13.0,0.0,0.0,6.0,0.0085001724926829,-89.04513937287659
2000,0,173.0,65.0,1,13.0,0.0,0.0,4.0,0.0085001724926829,89.04513937287659
2000,0,173.0,65.0,1,0.0,0.0,0.0,19.0,0.0085001724926829,-89.04513937287659
2000,0,173.0,66.0,1,25.0,0.0,0.0,14.0,0.0085001724926829,89.04513937287659
2000,0,173.0,66.0,1,25.0,0.0,0.0,55.0,0.0770950608344467,-89.48250030337415
2000,0,173.0,65.0,1,0.0,0.0,0.0,66.0,0.085567227849039,-89.38913768260855
2000,0,173.0,66.0,1,25.0,0.0,0.0,48.0,0.0537669898537442,89.69179205063061
2000,0,173.0,65.0,1,0.0,0.0,0.0,46.0,0.0537669898537442,89.69179205063061
2000,0,173.0,66.0,1,25.0,0.0,0.0,14.0,0.0130344652356545,89.74201422138862
2000,0,173.0,65.0,1,0.0,0.0,0.0,13.0,0.0130344652356545,89.74201422138862
2000,0,173.0,66.0,1,25.0,0.0,0.0,18.0,0.024751754641411,89.71055986210361
2000,0,173.0,65.0,1,0.0,0.0,0.0,19.0,0.024751754641411,89.71055986210361
2000,0,173.0,66.0,1,25.0,0.0,0.0,2.0,0.0089295037265006,89.76228324813825
2000,0,173.0,65.0,1,0.0,0.0,0.0,7.0,0.0089295037265006,89.76228324813825
2000,0,173.0,65.0,1,0.0,0.0,0.0,43.0,0.0488659493923572,-89.11690927379364
2000,0,173.0,65.0,1,0.0,0.0,0.0,15.0,0.0195797102347873,-89.48228216910887
2000,0,173.0,66.0,2,25.0,0.0,0.0,15.0,0.0190305066626926,0.0
2000,0,173.0,66.0,2,25.0,0.0,0.0,32.0,0.0461986516143695,86.22406490331136
2000,0,173.0,66.0,2,25.0,0.0,0.0,19.0,0.0288338704768857,0.0
2000,0,173.0,66.0,2,25.0,0.0,0.0,38.0,0.0493916146461284,85.96393050992563
2000,0,173.0,66.0,2,25.0,0.0,0.0,10.0,0.0186476220236706,0.0
2000,0,173.0,66.0,2,25.0,0.0,0.0,13.0,0.0180881485782298,-84.83218662523609
2000,0,173.0,66.0,2,25.0,0.0,0.0,15.0,0.0226113447438644,-83.54971596399955
2000,0,173.0,66.0,2,25.0,0.0,0.0,8.0,0.0109555031753322,0.0
2000,0,173.0,66.0,2,25.0,0.0,0.0,37.0,0.062457341400105,-89.47375861244018
2000,0,173.0,66.0,2,25.0,0.0,0.0,30.0,0.0479354735013592,-89.59610958413327
2000,0,173.0,66.0,2,25.0,0.0,0.0,10.0,0.0176976945468704,0.0
2000,0,173.0,66.0,2,25.0,0.0,0.0,8.0,0.0126840718880202,-89.63663297854822
2000,0,173.0,66.0,2,25.0,0.0,0.0,13.0,0.0178153535496114,88.97936340080533
2000,0,173.0,66.0,2,25.0,0.0,0.0,11.0,0.018671311587358,-89.64340882020043
2000,0,173.0,66.0,2,25.0,0.0,0.0,29.0,0.0397874830067322,0.0
2000,0,173.0,66.0,2,25.0,0.0,0.0,29.0,0.0441422064298815,0.0
2000,0,173.0,66.0,2,25.0,0.0,0.0,21.0,0.0255745791416619,0.0
